id,question,route_type,gold_manual,product_or_policy,intent_type,image_need,teacher_image_ids,image_prefixes,inference_source,confidence,retrieval_strategy,image_strategy,teacher_answer
67,"""吹风机冷机时，该如何启动？""",manual_qa,Manual04,吹风机 / Blower,safety,yes_teacher,"Manual04_24, Manual04_25, Manual04_27, Manual04_28",Manual04,teacher_image_manual,high,锁定 Manual04；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"您好，冷机启动吹风机时，先把停机开关调到“启动”位置；再将阻风门控制器调到阻风门位置 A，该位置同时也是自动启动油门位置；然后反复按压泵油膜片，直到燃油充满膜片即可，不需要完全充满。随后左手将机身按压在地面，右手握紧启动手柄，先缓慢拉到有阻力，再快速有力拉动。发动机点火后请立即按下阻风门控制器，并重复拉动直到发动机启动；启动后迅速全开油门，启动油门会自动解除。注意不要完全拉出启动绳，也不要在启动绳完全拉出时松手。<PIC> <PIC> <PIC> <PIC>"", [""Manual04_24"", ""Manual04_25"", ""Manual04_27"", ""Manual04_28""]"
68,"""吹风机热机时，该如何启动？""",manual_qa,Manual04,吹风机 / Blower,startup_shutdown,yes_teacher,"Manual04_24, Manual04_26, Manual04_27, Manual04_28",Manual04,teacher_image_manual,high,锁定 Manual04；检索 startup_shutdown 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"您好，热机启动时，先将停机开关调到“启动”位置；阻风门不要保持在冷机启动位置，而是先把阻风门控制器调到阻风门位置，再转回原位 B，这样只启用启动油门、不使用阻风门。然后按压泵油膜片，直到燃油充满膜片即可。接着左手固定机身，右手拉动启动手柄：先缓慢拉到有阻力，再快速有力拉动，直到发动机启动。启动后迅速全开油门，启动油门会自动解除。<PIC> <PIC> <PIC> <PIC>"", [""Manual04_24"", ""Manual04_26"", ""Manual04_27"", ""Manual04_28""]"
69,"""该如何关闭吹风机？""",manual_qa,Manual04,吹风机 / Blower,maintenance,yes_teacher,Manual04_29,Manual04,teacher_image_manual,high,锁定 Manual04；检索 maintenance 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""您好，关闭吹风机时，请通过停机开关切断点火电源，使发动机停止运行。确认发动机完全停机、叶轮停止转动后，再放下设备或进行检查维护。<PIC>"", [""Manual04_29""]"
70,"""空调的重要组成部件有哪些？""",manual_qa,Manual01,空调 / Air Conditioner,troubleshooting,yes_teacher,"Manual01_0, Manual01_1, air_conditioner_01, Manual01_17","Manual01, air_conditioner",teacher_image_manual,high,锁定 Manual01；检索 troubleshooting 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""部件介绍 室内机 <PIC> * 功能会根据机型有所调整。
注 操作指示灯的数量及其位置可能因空调型号而异。
安装须知 ・空调安装或维修后，务必检查是否存在制冷剂泄漏，否则可能导致产品故障。 ・正确安装排水管，确保冷凝水顺利排出，否则可能导致产品故障。 ・安装产品时，务必保持水平。 ・将空调安装在室外机噪音和废气不会影响邻居的位置，否则可能引发邻里纠纷。 ・搬运设备时，至少需要两人操作或使用叉车，否则可能导致严重受伤。 ・切勿将空调安装在直接受海风（盐雾）侵袭的位置，否则可能导致产品故障。
室外机 <PIC> * 功能会根据机型有所调整。
无线遥控器 <PIC> * 部分功能可能因机型不同而不支持。
自清洁运行 制冷和除湿运行时，室内机内部会产生水汽，可使用自清洁功能去除水汽。 1 按下自清洁键，显示屏上会显示自清洁标识。 <PIC> - 若关闭电源，风扇将继续运行 30 分钟，对室内机内部进行清洁。"", [""Manual01_0"", ""Manual01_1"", ""air_conditioner_01"", ""Manual01_17""]"
71,"""如何找到空调遥控器的按键？""",manual_qa,Manual01,空调 / Air Conditioner,charging_power,yes_teacher,"air_conditioner_01, Manual01_2, Manual01_3","air_conditioner, Manual01",teacher_image_manual,high,锁定 Manual01；检索 charging_power 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""无线遥控器 <PIC> * 部分功能可能因机型不同而不支持。
安装电池 使用遥控器前，请先安装电池，适用电池型号为 7 号。1 取下电池盖。 <PIC> 2 装入新电池，确保电池正、负极安装正确。 <PIC> 3 重新装上电池盖。"", [""air_conditioner_01"", ""Manual01_2"", ""Manual01_3""]"
72,"""如何给空调遥控器安装电池？""",manual_qa,Manual01,空调 / Air Conditioner,indicator_light,yes_teacher,"Manual01_2, Manual01_3",Manual01,teacher_image_manual,high,锁定 Manual01；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""安装电池 使用遥控器前，请先安装电池，适用电池型号为 7 号。1 取下电池盖。 <PIC> 2 装入新电池，确保电池正、负极安装正确。 <PIC> 3 重新装上电池盖。
注 若遥控器显示屏开始变暗，请更换电池。"", [""Manual01_2"", ""Manual01_3""]"
73,"""如何安装空调遥控器支架？""",manual_qa,Manual01,空调 / Air Conditioner,safety,yes_teacher,"Manual01_4, Manual01_5",Manual01,teacher_image_manual,high,锁定 Manual01；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""安装遥控器支架 将支架安装在无阳光直射的位置，以保护遥控器。 1 选择安全且便于取用的位置。 2 用螺丝刀将两颗螺丝拧紧，固定支架。 <PIC> 3 将遥控器滑入支架中。 <PIC>"", [""Manual01_4"", ""Manual01_5""]"
74,"""如何用空调快速调节室内温度？""",manual_qa,Manual01,空调 / Air Conditioner,charging_power,yes_teacher,Manual01_16,Manual01,teacher_image_manual,high,锁定 Manual01；检索 charging_power 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""快速调节室内温度 （极速制冷 / 制热模式） 该模式可在夏季快速冷却室内空气，或在冬季快速提升室内温度。 1 按下开 / 关键开启电源。 2 按下极速键。 <PIC> - 极速制冷模式下，空调将以 18 摄氏度的温度强风出风 30 分钟。 - 极速制热模式下，空调将以 30 摄氏度的温度强风出风 30 分钟。"", [""Manual01_16""]"
75,"""如何使用空调的自清洁运行功能？""",manual_qa,Manual01,空调 / Air Conditioner,troubleshooting,yes_teacher,Manual01_17,Manual01,teacher_image_manual,high,锁定 Manual01；检索 troubleshooting 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""自清洁运行 制冷和除湿运行时，室内机内部会产生水汽，可使用自清洁功能去除水汽。 1 按下自清洁键，显示屏上会显示自清洁标识。 <PIC> - 若关闭电源，风扇将继续运行 30 分钟，对室内机内部进行清洁。
注 自清洁功能运行时，部分按键无法使用。"", [""Manual01_17""]"
76,"""如何使用空调的等离子净化功能？""",manual_qa,Manual01,空调 / Air Conditioner,indicator_light,yes_teacher,Manual01_18,Manual01,teacher_image_manual,high,锁定 Manual01；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""您好，使用空调等离子净化功能时，按下开/关键开启电源后，再按“等离子”键，显示屏会显示等离子标识，表示等离子净化运行已开启。部分机型也可以无需先开启空调，直接按等离子键使用；运行时等离子灯和制冷灯会同时亮起。注意：部分机型不支持该功能，请以您机器实际配置为准。<PIC>"", [""Manual01_18""]"
77,"""单冷型空调如何开启自动运行模式？""",manual_qa,Manual01,空调 / Air Conditioner,indicator_light,yes_teacher,Manual01_19,Manual01,teacher_image_manual,high,锁定 Manual01；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"单冷型空调开启自动运行模式时，请先按开/关键开启电源，再反复按模式键选择“自动运行（人工智能模式）”。该模式下，风扇转速和温度会根据室内温度自动调节；如果当前温度高于或低于您希望的状态，可按上升/下降键选择对应的运行代码。需要注意的是，此模式下不能手动调节风扇转速，但可以设置导风板自动摆风，且部分机型可能不支持该功能。<PIC>"", [""Manual01_19""]"
78,"""如何使用空调的自动转换运行功能？""",manual_qa,Manual01,空调 / Air Conditioner,indicator_light,yes_teacher,Manual01_20,Manual01,teacher_image_manual,high,锁定 Manual01；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""自动转换运行 该模式会自动切换运行模式，将设定温度的波动控制在 2 摄氏度以内。 1 按下开 / 关键开启电源。 2 反复按下模式键，选择自动转换运行模式，显示屏上会显示对应标识。 <PIC> 3 按下上升 / 下降键设置所需温度，温度调节范围为 18 摄氏度（64 华氏度）-30 摄氏度（86 华氏度）。 4 反复按下风速键选择风扇转速。"", [""Manual01_20""]"
